ticker,status,windows,oos_mean_return,oos_median_return,oos_max_dd,oos_mean_sharpe,is_mean_return,has_overfitting_warning,buy_threshold,total_oos_trades,counter_trend_multiplier,obv_divergence_cap,gates,rows
AKBNK.IS,OK,7,3.6157,4.62,-5.9743,-4.6857,3.4614,False,20.0,8,0.0,15.0,ON,753
ARCLK.IS,OK,7,0.2143,0.0,-5.5871,2.1457,-3.49,False,20.0,7,0.0,15.0,ON,753
ASELS.IS,OK,7,13.7043,10.96,-6.7957,15.6314,73.1571,True,20.0,12,0.0,15.0,ON,753
ASTOR.IS,OK,7,5.6457,-1.32,-10.1557,6598.5957,-13.2814,False,20.0,16,0.0,15.0,ON,753
BIMAS.IS,OK,8,-1.4962,1.58,-9.1212,-7.0487,4.1825,True,20.0,15,0.0,15.0,ON,756
EKGYO.IS,OK,7,-2.59,-7.29,-11.4571,-5.6443,4.7886,True,20.0,12,0.0,15.0,ON,753
ENKAI.IS,OK,7,1.34,-0.6,-10.23,-1.0829,6.0071,True,20.0,11,0.0,15.0,ON,753
EREGL.IS,OK,7,-2.82,-6.14,-9.9614,-32.9657,10.1386,True,20.0,10,0.0,15.0,ON,754
FROTO.IS,OK,7,-1.3314,-4.47,-7.2371,-374.4929,-8.83,False,20.0,12,0.0,15.0,ON,754
GARAN.IS,OK,7,5.1343,7.66,-6.4443,1.19,15.3286,True,20.0,12,0.0,15.0,ON,753
GUBRF.IS,OK,7,4.8414,8.03,-7.5914,2.3686,31.8157,True,20.0,12,0.0,15.0,ON,753
HEKTS.IS,OK,7,-7.5771,0.0,-17.1643,-8.5729,-42.9457,False,20.0,11,0.0,15.0,ON,753
ISCTR.IS,OK,7,2.4771,3.14,-8.7286,-21.93,24.9357,True,20.0,11,0.0,15.0,ON,753
KCHOL.IS,OK,7,-2.3686,0.0,-9.4457,-59.9329,5.3571,True,20.0,13,0.0,15.0,ON,753
KONTR.IS,OK,7,-16.5657,-19.48,-22.9786,-29.5557,-23.5971,False,20.0,16,0.0,15.0,ON,754
KOZAA.IS,INSUFFICIENT_DATA,0,,,,,,False,,,0.0,,ON,0
KOZAL.IS,INSUFFICIENT_DATA,0,,,,,,False,,,0.0,,ON,0
KRDMD.IS,OK,7,2.0314,5.4,-12.3843,-14.0643,10.9557,True,20.0,12,0.0,15.0,ON,753
ODAS.IS,OK,7,-5.2986,-3.63,-10.8171,-1231.4514,-17.4829,False,20.0,13,0.0,15.0,ON,753
OYAKC.IS,OK,7,1.1543,0.0,-10.9171,8.5071,21.7014,True,20.0,14,0.0,15.0,ON,754
PETKM.IS,OK,7,6.1514,5.18,-7.3757,352.8414,-5.3957,False,20.0,8,0.0,15.0,ON,753
PGSUS.IS,OK,7,-0.2757,0.22,-7.6643,-0.6029,-2.4014,False,20.0,11,0.0,15.0,ON,754
SAHOL.IS,OK,7,0.9814,2.46,-8.1929,11.5086,19.3686,True,20.0,12,0.0,15.0,ON,753
SASA.IS,OK,7,-3.4557,-3.14,-10.9214,1.8214,-20.3743,False,20.0,14,0.0,15.0,ON,754
SISE.IS,OK,7,0.6343,1.77,-7.9171,-65.3486,-5.6657,False,20.0,13,0.0,15.0,ON,753
TAVHL.IS,OK,7,-5.2886,-7.95,-11.2314,7.5257,29.9814,True,20.0,13,0.0,15.0,ON,753
TCELL.IS,OK,7,1.09,0.0,-3.0257,0.0,12.2214,True,20.0,4,0.0,15.0,ON,753
THYAO.IS,OK,7,-0.74,-4.37,-8.1943,-11.1629,-3.1829,False,20.0,13,0.0,15.0,ON,753
TOASO.IS,OK,7,1.54,2.63,-7.0814,-1.3043,15.3071,True,20.0,10,0.0,15.0,ON,753
TUPRS.IS,OK,7,4.3886,6.9,-7.9871,24.0143,2.89,False,20.0,16,0.0,15.0,ON,753
