ticker,status,windows,oos_mean_return,oos_median_return,oos_max_dd,oos_mean_sharpe,is_mean_return,has_overfitting_warning,buy_threshold,total_oos_trades,counter_trend_multiplier,obv_divergence_cap,gates,rows
AKBNK.IS,OK,7,6.9843,12.28,-9.8829,30.2729,22.5714,True,15.0,15,0.0,15.0,ON,753
ARCLK.IS,OK,7,-4.8557,-8.63,-12.88,-22.28,-14.9443,False,15.0,20,0.0,15.0,ON,753
ASELS.IS,OK,7,20.3643,18.01,-8.6943,25.8086,94.5071,True,15.0,20,0.0,15.0,ON,753
ASTOR.IS,OK,7,8.6614,5.59,-13.7443,106.0814,-0.1071,False,15.0,21,0.0,15.0,ON,753
BIMAS.IS,OK,8,3.8438,3.42,-9.5275,5.8963,11.1288,True,15.0,18,0.0,15.0,ON,756
EKGYO.IS,OK,7,2.3986,-2.14,-14.61,123.2329,33.44,True,15.0,21,0.0,15.0,ON,753
ENKAI.IS,OK,7,7.9471,9.21,-10.15,0.4843,56.0843,True,15.0,14,0.0,15.0,ON,753
EREGL.IS,OK,7,4.7114,5.61,-10.4071,-0.4571,11.9929,True,15.0,18,0.0,15.0,ON,754
FROTO.IS,OK,7,-2.31,-4.69,-10.4714,-3.7386,-1.3614,False,15.0,20,0.0,15.0,ON,754
GARAN.IS,OK,7,8.42,9.8,-10.2986,19.0757,49.31,True,15.0,20,0.0,15.0,ON,753
GUBRF.IS,OK,7,10.7386,10.31,-11.3629,76.76,44.3857,True,15.0,18,0.0,15.0,ON,753
HEKTS.IS,OK,7,-3.8586,8.85,-18.7543,-1.26,-43.22,False,15.0,16,0.0,15.0,ON,753
ISCTR.IS,OK,7,3.2471,5.07,-12.1514,4.1614,35.17,True,15.0,17,0.0,15.0,ON,753
KCHOL.IS,OK,7,1.0686,5.54,-11.25,-6.7843,12.7986,True,15.0,19,0.0,15.0,ON,753
KONTR.IS,OK,7,-9.3786,-16.71,-28.0571,-340.4314,-42.0071,False,15.0,24,0.0,15.0,ON,754
KOZAA.IS,INSUFFICIENT_DATA,0,,,,,,False,,,0.0,,ON,0
KOZAL.IS,INSUFFICIENT_DATA,0,,,,,,False,,,0.0,,ON,0
KRDMD.IS,OK,7,2.4943,4.46,-16.4643,1.0843,8.6357,True,15.0,23,0.0,15.0,ON,753
ODAS.IS,OK,7,-4.0129,-3.63,-13.3486,-5.5043,-16.1229,False,15.0,16,0.0,15.0,ON,753
OYAKC.IS,OK,7,5.3714,-0.82,-13.3186,24.3086,25.9871,True,15.0,19,0.0,15.0,ON,754
PETKM.IS,OK,7,5.5571,2.47,-9.4986,352.6743,-2.8443,False,15.0,15,0.0,15.0,ON,753
PGSUS.IS,OK,7,-4.0714,-2.95,-14.1157,-9.3329,5.3829,True,15.0,20,0.0,15.0,ON,754
SAHOL.IS,OK,7,4.6957,2.46,-9.3114,13.9243,24.9457,True,15.0,18,0.0,15.0,ON,753
SASA.IS,OK,7,-6.4486,-12.01,-19.1614,-13.7529,-15.4871,False,15.0,23,0.0,15.0,ON,754
SISE.IS,OK,7,4.12,2.32,-9.78,9.1014,-1.5443,False,15.0,19,0.0,15.0,ON,753
TAVHL.IS,OK,7,4.3086,5.3,-10.3743,7.02,22.59,True,15.0,17,0.0,15.0,ON,753
TCELL.IS,OK,7,1.0186,0.0,-9.0371,-0.4771,21.65,True,15.0,12,0.0,15.0,ON,753
THYAO.IS,OK,7,0.1986,-1.96,-10.4343,-8.11,-0.1486,False,15.0,16,0.0,15.0,ON,753
TOASO.IS,OK,7,5.4029,3.83,-10.65,4.75,12.8871,True,15.0,18,0.0,15.0,ON,753
TUPRS.IS,OK,7,4.9886,9.53,-8.8371,12.8157,18.2043,True,15.0,20,0.0,15.0,ON,753
